,outlier_value,outlier_title,origin_context,centroid,covariance,fit_context,new_centroid,new_covariance,score
332,[147.886 -15.012],Lover Of Mine (LP Version),Alannah Myles,[119.33028571  -9.08722449],"[[724.13560553  -7.077267  ]
 [ -7.077267     6.71383591]]",James Carter [Featuring Jef Lee Johnson_ Marc Ribot_ Jamaaladeen Tacuma And G. Calvin Weston],[145.9605 -14.6205],"[[2.80288556e+03 8.60699175e+00]
 [8.60699175e+00 2.35960825e+00]]",0.2627061129239326
333,[215.133  -8.343],Two Two Three,The Icicle Works,[125.43130556 -11.55191667],"[[1065.17242882   -6.71215894]
 [  -6.71215894   12.58606291]]",Linus Loves Feat. Sam Obernik,[158.15975  -9.132  ],"[[2.70480818e+03 2.29789845e+01]
 [2.29789845e+01 2.11171150e+00]]",1.1174073579611117
334,[166.403 -27.406],Intro,The Icicle Works,[125.43130556 -11.55191667],"[[1065.17242882   -6.71215894]
 [  -6.71215894   12.58606291]]",Ralph Towner_ Gary Peacock,[135.554  -25.4392],"[[2506.352751    -52.0135148 ]
 [ -52.0135148     3.42675236]]",1.0627469601248034
335,[209.908 -11.246],Hooray! Hooray! It's A Holi-Holiday,Boney M.,[126.63605263  -9.09212632],"[[869.67598147   6.91633934]
 [  6.91633934   6.1964849 ]]",Shawn Camp,[163.28609091 -12.41836364],"[[2442.43976926   59.43837249]
 [  59.43837249    4.84937196]]",0.9435838356635234
336,[214.492 -10.29 ],No More Chain Gang,Boney M.,[126.63605263  -9.09212632],"[[869.67598147   6.91633934]
 [  6.91633934   6.1964849 ]]",Shawn Camp,[163.28609091 -12.41836364],"[[2442.43976926   59.43837249]
 [  59.43837249    4.84937196]]",1.141167324083733
337,[213.683  -6.523],Calendar Song (January_ February_ March...),Boney M.,[126.63605263  -9.09212632],"[[869.67598147   6.91633934]
 [  6.91633934   6.1964849 ]]",The Almighty Trigger Happy,[173.42174074  -6.25774074],"[[2.12898804e+03 1.70720450e+01]
 [1.70720450e+01 1.70654238e+00]]",0.9908230524959528
338,[133.041 -16.166],Oh Christmas Tree,Boney M.,[126.63605263  -9.09212632],"[[869.67598147   6.91633934]
 [  6.91633934   6.1964849 ]]",Ralph McTell,[132.2365     -16.15921429],"[[794.63766482 -25.62905896]
 [-25.62905896  11.95572603]]",0.029111435682879883
339,[ 97.237 -12.286],Can't Let You Go,The Weather Girls,[123.55134146  -6.76058537],"[[269.28209147  -0.91138278]
 [ -0.91138278   2.98451378]]",Al Martino,[ 97.14058824 -12.05105882],"[[1031.31274144    8.44340956]
 [   8.44340956    9.17497364]]",0.0781764750286848
340,[165.969  -9.149],Here Goes My Heart,The Weather Girls,[123.55134146  -6.76058537],"[[269.28209147  -0.91138278]
 [ -0.91138278   2.98451378]]",Too Much,[168.892       -9.08666667],"[[ 1.35717188e+03 -1.93007657e+01]
 [-1.93007657e+01  9.67322556e-01]]",0.14790927763312123
341,[130.008  -5.69 ],Wild Thang (Radio Edit),Weather Girls,[132.0376  -6.0966],"[[5.90228604 1.95283016]
 [1.95283016 1.01394284]]",For The Fallen Dreams,[131.46841667  -5.53866667],"[[1743.76966091  113.63952811]
 [ 113.63952811   13.60541539]]",0.041615251069955034
342,[156.658  -6.271],Is Everything Alright,Earl King,[117.64134146  -9.11992683],"[[636.2621322  -24.94967976]
 [-24.94967976   4.41469185]]",Sticks & Stones,[153.83833333  -6.20761538],"[[1265.73663307   10.29083367]
 [  10.29083367    2.41624893]]",0.0973392478378646
343,[170.511  -7.606],Do the Grind,Earl King,[117.64134146  -9.11992683],"[[636.2621322  -24.94967976]
 [-24.94967976   4.41469185]]",Hi-Standard,[168.68241463  -7.26682927],"[[1511.70350295    5.27333032]
 [   5.27333032    2.8702628 ]]",0.20995414633645584
344,[ 72.667 -15.779],Shining Star,The Manhattans,[124.74460345 -11.22798276],"[[402.23980076   4.05453578]
 [  4.05453578   7.08331778]]",Mahalia Jackson,[ 97.16649057 -14.32756604],"[[1043.06617008   30.34850547]
 [  30.34850547   10.7459063 ]]",0.7942012738100224
345,[ 71.918 -20.064],"Excerpt From ""An Interview Special With The Manhattans",The Manhattans,[124.74460345 -11.22798276],"[[402.23980076   4.05453578]
 [  4.05453578   7.08331778]]",John Surman_ John Taylor_ Salisbury Festival Chorus_ Howard Moody,[ 71.67066667 -19.44933333],"[[14.25496922 -5.74804711]
 [-5.74804711  8.37853056]]",0.21918343416008373
346,[167.978  -6.344],Shorty (Reggae Version),The Manhattans feat. Gerald Alston & Blue Lovett w/ Screechy Dan,[149.002  -6.262],"[[ 3.60088577e+02 -1.55603200e+00]
 [-1.55603200e+00  6.72500000e-03]]",The Almighty Trigger Happy,[173.42174074  -6.25774074],"[[2.12898804e+03 1.70720450e+01]
 [1.70720450e+01 1.70654238e+00]]",0.12278420013578725
347,[156.038  -5.804],Love Me Right,The Manhattans feat. Gerald Alston & Blue Lovett,[115.517    -7.05725],"[[637.9074855    9.43168525]
 [  9.43168525   1.15933369]]",Collie Buddz,[149.46575  -5.8655 ],"[[1622.27797144  -20.27362225]
 [ -20.27362225    2.70334775]]",0.18720709362936916
348,[ 89.898 -29.606],Instrumental (demo),Red House Painters,[121.0005     -15.12219048],"[[1110.24034125   13.27850676]
 [  13.27850676   14.34782444]]",Peter Brötzman / Han Bennink,[ 93.51533333 -27.51      ],"[[112.50758589  49.77777067]
 [ 49.77777067  34.944897  ]]",0.36784405092788985
349,[232.882 -14.685],Shock Me,Red House Painters,[121.0005     -15.12219048],"[[1110.24034125   13.27850676]
 [  13.27850676   14.34782444]]",James Carter [Featuring Jef Lee Johnson_ Marc Ribot_ Jamaaladeen Tacuma And G. Calvin Weston],[145.9605 -14.6205],"[[2.80288556e+03 8.60699175e+00]
 [8.60699175e+00 2.35960825e+00]]",1.6560905901340934
350,[ 73.17  -21.078],The Garden,John Foxx,[125.49027083 -12.20954167],"[[520.67084624  61.08757588]
 [ 61.08757588  39.71765033]]",Yo-Yo Ma;Isaac Stern;Michael Tree;Cho-Liang Lin;Jaime Laredo;Sharon Robinson,[ 76.1885 -21.089 ],"[[439.56092575   3.8875435 ]
 [  3.8875435    0.9134445 ]]",0.14948166632051266
351,[ 44.742 -17.426],Little Song,Neil Sedaka,[125.29754545  -9.96479798],"[[840.38453703  11.59363434]
 [ 11.59363434  15.18090736]]",Enrico Rava/Ran Blake,[ 92.33075 -19.005  ],"[[ 3.01989025e+03 -8.38512843e+01]
 [-8.38512843e+01  2.66150600e+00]]",0.9742142265967424
352,[151.158 -20.162],I'm A Song (Sing Me),Neil Sedaka,[125.29754545  -9.96479798],"[[840.38453703  11.59363434]
 [ 11.59363434  15.18090736]]",Chick Corea / Béla Fleck,[132.43741667 -20.06775   ],"[[2158.20177708   52.77022381]
 [  52.77022381    2.94195702]]",0.5889473578935063
353,[206.958  -2.543],The Queen Of 1964,Neil Sedaka,[125.29754545  -9.96479798],"[[840.38453703  11.59363434]
 [ 11.59363434  15.18090736]]",DEW-SCENTED,[178.0271087   -3.41241304],"[[2.08986677e+03 3.39491142e+01]
 [3.39491142e+01 1.64799237e+00]]",0.738927376776802
354,[83.695 -2.344],Stairway To Heaven,Neil Sedaka,[125.29754545  -9.96479798],"[[840.38453703  11.59363434]
 [ 11.59363434  15.18090736]]",Bobby Fuller Four,[117.72825    -3.5320625],"[[697.43066494 -19.45919367]
 [-19.45919367   4.96367581]]",1.2936855057148342
355,[125.639  -4.641],I Love You Like A Madman,The Wave Pictures,[130.57883333  -8.912     ],"[[544.25961901  18.8335704 ]
 [ 18.8335704    4.81470833]]",American Hi-Fi,[125.60113462  -4.70021154],"[[657.74661446  -2.46629116]
 [ -2.46629116   2.13830313]]",0.04070416614143442
356,[87.648 -7.904],If You Leave It Alone,The Wave Pictures,[130.57883333  -8.912     ],"[[544.25961901  18.8335704 ]
 [ 18.8335704    4.81470833]]",Paddy Milner,[98.26171429 -7.74157143],"[[567.3226642   20.76800284]
 [ 20.76800284   6.59969767]]",0.45532514240336414
357,[120.448 -14.651],My Love,Paul McCartney / Wings,[113.587125 -10.0865  ],"[[670.19587861 -36.07944569]
 [-36.07944569   6.7397135 ]]",The Matthew Herbert Big Band,[120.1771 -14.5641],"[[601.85918549  -4.50218889]
 [ -4.50218889   9.36258509]]",0.029901592805896222
358,[152.682  -5.309],Live And Let Die,Paul McCartney And Wings,[141.915   -8.4264],"[[203.3707626  -26.7084    ]
 [-26.7084      10.77488764]]",Ratos de Porao,[148.1501  -5.4328],"[[1032.10517979   -7.38756397]
 [  -7.38756397    2.18485856]]",0.17705616103700628
359,[136.462 -16.663],Hum,Hope Of The States,[119.78112195  -6.22834146],"[[1515.61300442    9.26043763]
 [   9.26043763    7.68194981]]",Sweeney's Men,[135.26492308 -16.82769231],"[[920.58841646 -15.62199951]
 [-15.62199951   5.54430844]]",0.08966614910611351
360,[240.467  -5.703],Black Dollar Bills,Hope Of The States,[119.78112195  -6.22834146],"[[1515.61300442    9.26043763]
 [   9.26043763    7.68194981]]",The Almighty Trigger Happy,[173.42174074  -6.25774074],"[[2.12898804e+03 1.70720450e+01]
 [1.70720450e+01 1.70654238e+00]]",1.4531172377301407
361,[167.649 -27.859],Better Days,Southside Johnny & The Asbury Jukes,[123.6214  -10.61444],"[[632.96444044 -15.17131054]
 [-15.17131054  23.31244789]]",Ralph Towner_ Gary Peacock,[135.554  -25.4392],"[[2506.352751    -52.0135148 ]
 [ -52.0135148     3.42675236]]",1.3119643315897365
362,[ 91.596 -11.157],Home,Deep Blue Something,[107.49333333  -6.66408333],"[[1013.36234339    1.39871961]
 [   1.39871961    2.24251424]]",David S. Ware feat. Joe Morris_ William Parker_ Warren Smith,[ 86.981  -11.2175],"[[313.715837    -3.335165  ]
 [ -3.335165     1.16889492]]",0.28014456547183136
363,[140.979  -3.853],In Transit,Albert Hammond Jr.,[119.17933333  -6.28575   ],"[[178.11383206   4.10953633]
 [  4.10953633   1.51503469]]",Bloodsimple,[140.013875    -4.00341667],"[[1236.00794653   19.39428666]
 [  19.39428666    2.58452749]]",0.09369434249751615
364,[156.101 -12.91 ],Spooky Couch,Albert Hammond Jr,[128.25064286  -6.86821429],"[[494.22559194 -18.29929465]
 [-18.29929465   3.73133288]]",Shawn Camp,[163.28609091 -12.41836364],"[[2442.43976926   59.43837249]
 [  59.43837249    4.84937196]]",0.225003896778511
365,[238.98  -11.854],The Light of My World,Fontella Bass,[122.53214286 -10.1925    ],"[[1085.52046055   -6.16158476]
 [  -6.16158476    6.11545296]]",Shawn Camp,[163.28609091 -12.41836364],"[[2442.43976926   59.43837249]
 [  59.43837249    4.84937196]]",1.6809458036035836
366,[184.286 -15.579],I Need Love,Fontella Bass,[122.53214286 -10.1925    ],"[[1085.52046055   -6.16158476]
 [  -6.16158476    6.11545296]]",CHARLIE HUNTER WITH LEON PARKER,[176.51466667 -15.31266667],"[[1164.26921589   19.47540711]
 [  19.47540711    1.92535589]]",0.3873903204092988
367,[146.058 -17.277],Ev'ry Time We Say Goodbye [Live],Simply Red,[112.27471111  -8.87575556],"[[767.52665869  16.03417157]
 [ 16.03417157   8.69293816]]",The Academy of St. Martin in the Fields / Thurston Dart / Sir Neville Marriner,[145.18216667 -16.9485    ],"[[1582.22761514  -36.78597508]
 [ -36.78597508    7.04713692]]",0.1257743343267443
368,[ 44.261 -17.202],Sad Old Red,Simply Red,[112.27471111  -8.87575556],"[[767.52665869  16.03417157]
 [ 16.03417157   8.69293816]]",Enrico Rava/Ran Blake,[ 92.33075 -19.005  ],"[[ 3.01989025e+03 -8.38512843e+01]
 [-8.38512843e+01  2.66150600e+00]]",1.1929607529086745
369,[173.464 -13.217],When You've Got A Good Friend [Robert Johnson Sessions],Simply Red,[112.27471111  -8.87575556],"[[767.52665869  16.03417157]
 [ 16.03417157   8.69293816]]",The Jeff Beck Group,[158.71966667 -13.38633333],"[[1076.08479189   -2.62819144]
 [  -2.62819144    1.59116789]]",0.47815473290242805
370,[ 43.009 -15.11 ],Come On In My Kitchen [Robert Johnson Sessions],Simply Red,[112.27471111  -8.87575556],"[[767.52665869  16.03417157]
 [ 16.03417157   8.69293816]]",Kenny Werner / Toots Thielemans,[117.92625 -13.61925],"[[2.87248033e+03 5.27556011e+01]
 [5.27556011e+01 1.69678519e+00]]",1.4042914454331006
371,[192.38  -7.33],123 Apple Tree,Herman Dune,[118.32956667 -12.48993333],"[[757.77334838  10.01770303]
 [ 10.01770303  26.55112686]]",Hi-Standard,[168.68241463  -7.26682927],"[[1511.70350295    5.27333032]
 [   5.27333032    2.8702628 ]]",0.615583344936224
372,[199.87  -9.01],By The Light Of The Moon,Herman Dune,[118.32956667 -12.48993333],"[[757.77334838  10.01770303]
 [ 10.01770303  26.55112686]]",Linus Loves Feat. Sam Obernik,[158.15975  -9.132  ],"[[2.70480818e+03 2.29789845e+01]
 [2.29789845e+01 2.11171150e+00]]",0.8193747345325807
373,[135.796 -19.589],Metal Mash,Herman Düne,[117.94388235 -11.12147059],"[[1687.92202628   71.55420442]
 [  71.55420442   16.00782125]]",Chick Corea / Béla Fleck,[132.43741667 -20.06775   ],"[[2158.20177708   52.77022381]
 [  52.77022381    2.94195702]]",0.31697380776186823
374,[ 42.104 -18.708],Spring Can Really Hang You Up The Most,Lou Rawls,[121.23665278 -10.61568056],"[[1047.21562459   33.56170649]
 [  33.56170649    9.97395727]]",Rabih Abou-Khalil / Joachim Kühn / Jarrod Cagwin,[108.58066667 -17.07533333],"[[3.76174168e+03 6.11273642e+01]
 [6.11273642e+01 2.39470922e+00]]",1.180056442295526
375,[122.087 -22.001],Willow Weep For Me,Lou Rawls,[121.23665278 -10.61568056],"[[1047.21562459   33.56170649]
 [  33.56170649    9.97395727]]",John Surman_ John Abercrombie_ Drew Gress_ Jack DeJohnette,[132.184 -21.784],"[[2.75652397e+03 4.00810950e+01]
 [4.00810950e+01 1.42738567e+00]]",0.20692301529728338
376,[201.842 -13.943],Charge Card Blues Medley | Stormy Monday Blues | In The Evening When The Sun Goes Down | Bye Bye Blackbird,Lou Rawls,[121.23665278 -10.61568056],"[[1047.21562459   33.56170649]
 [  33.56170649    9.97395727]]",Andy Irvine,[155.73733333 -14.09733333],"[[2.76997235e+03 3.44346258e+01]
 [3.44346258e+01 9.68590556e-01]]",1.04493813297891
377,[107.378 -24.   ],Letters Full Of Tears,Gladys Knight & The Pips,[115.425625  -11.8789375],"[[685.70270994  12.42821909]
 [ 12.42821909  15.11939868]]",Pat Metheny / Charlie Haden,[111.856      -23.58383333],"[[1594.44276967   10.4491195 ]
 [  10.4491195     5.26322247]]",0.20342217025460665
378,[207.297 -10.541],You Need Love Like I Do (Don't You?),Gladys Knight & The Pips,[115.425625  -11.8789375],"[[685.70270994  12.42821909]
 [ 12.42821909  15.11939868]]",Shawn Camp,[163.28609091 -12.41836364],"[[2442.43976926   59.43837249]
 [  59.43837249    4.84937196]]",0.9920210428244749
379,[ 88.364 -15.691],Queen Of Tears,Gladys Knight,[ 93.83733333 -12.712     ],"[[15.66550656  8.60082167]
 [ 8.60082167  4.72982567]]",Mutual Admiration Society,[ 98.437  -14.8633],"[[987.1746838   67.0659763 ]
 [ 67.0659763   15.83211021]]",0.3234291617428374
380,[149.121 -13.882],Who Knows - Original,Gladys Knight And The Pips,[101.43085714 -13.38885714],"[[592.54069398  23.31394002]
 [ 23.31394002   9.65836084]]",BOB MARLEY AND THE WAILERS,[151.849625 -13.34475 ],"[[895.62552823   6.18084259]
 [  6.18084259   4.54299219]]",0.26083084711121285
381,[209.476 -13.939],Comin' Back,Moe Tucker,[132.4893913  -14.53036957],"[[858.83839863  20.0438763 ]
 [ 20.0438763   18.04708067]]",CHARLIE HUNTER WITH LEON PARKER,[176.51466667 -15.31266667],"[[1164.26921589   19.47540711]
 [  19.47540711    1.92535589]]",1.1644248994485753
382,[ 86.715 -31.756],I'm Waiting For The Man,Moe Tucker,[132.4893913  -14.53036957],"[[858.83839863  20.0438763 ]
 [ 20.0438763   18.04708067]]",Peter Brötzman / Han Bennink,[ 93.51533333 -27.51      ],"[[112.50758589  49.77777067]
 [ 49.77777067  34.944897  ]]",0.7276731980529565
383,[127.837 -26.583],Backstage - Live,Chic,[124.636      -11.11616981],"[[1088.53874204  -36.66991584]
 [ -36.66991584   19.72722163]]",David Zinman;Pittsburgh Symphony Orchestra,[124.640125 -25.658375],"[[760.25067811  11.9322618 ]
 [ 11.9322618   14.70024798]]",0.2809233021711386
384,[173.372 -26.028],Bernard - Live,Chic,[124.636      -11.11616981],"[[1088.53874204  -36.66991584]
 [ -36.66991584   19.72722163]]",Ralph Towner_ Gary Peacock,[135.554  -25.4392],"[[2506.352751    -52.0135148 ]
 [ -52.0135148     3.42675236]]",0.7661594635525023
385,[226.632  -9.568],I Want Your Love  (2006 Remastered LP Version),Chic,[124.636      -11.11616981],"[[1088.53874204  -36.66991584]
 [ -36.66991584   19.72722163]]",Diskjokke,[143.502    -8.91625],"[[ 3.88597590e+03 -3.19305720e+01]
 [-3.19305720e+01  1.18276969e+00]]",1.3339446743143248
386,[226.678 -10.145],Open Up  (LP Version),Chic,[124.636      -11.11616981],"[[1088.53874204  -36.66991584]
 [ -36.66991584   19.72722163]]",Shawn Camp,[163.28609091 -12.41836364],"[[2442.43976926   59.43837249]
 [  59.43837249    4.84937196]]",1.3424562091124914
387,[220.707  -6.816],I Am A Clown,David Cassidy,[125.83235526  -8.49525   ],"[[1102.52918712    7.99675006]
 [   7.99675006   11.70393985]]",The Almighty Trigger Happy,[173.42174074  -6.25774074],"[[2.12898804e+03 1.70720450e+01]
 [1.70720450e+01 1.70654238e+00]]",1.2688872654781256
388,[153.65 -25.41],Massacre At Park Bench (Dialogue),David Cassidy,[125.83235526  -8.49525   ],"[[1102.52918712    7.99675006]
 [   7.99675006   11.70393985]]",Ralph Towner_ Gary Peacock,[135.554  -25.4392],"[[2506.352751    -52.0135148 ]
 [ -52.0135148     3.42675236]]",0.44770714130330314
389,[ 62.198 -14.003],When I'm A Rock 'n Roll Star (Reprise),David Cassidy,[125.83235526  -8.49525   ],"[[1102.52918712    7.99675006]
 [   7.99675006   11.70393985]]",Heiner Goebbels_ Alfred 23 Harth,[ 64.15275 -18.565  ],"[[111.72850919  -1.68805375]
 [ -1.68805375  28.8282785 ]]",0.8645450231860256
390,[224.625 -10.286],Change With the Times,Van McCoy,[118.53513333  -9.16193333],"[[877.95108938  -6.60884661]
 [ -6.60884661   1.12852653]]",Shawn Camp,[163.28609091 -12.41836364],"[[2442.43976926   59.43837249]
 [  59.43837249    4.84937196]]",1.2886757416944608
391,[222.202 -14.832],Time To Die,Angel Witch,[137.2082  -10.39285],"[[1926.40231116  -23.57708568]
 [ -23.57708568   10.84434293]]",CHARLIE HUNTER WITH LEON PARKER,[176.51466667 -15.31266667],"[[1164.26921589   19.47540711]
 [  19.47540711    1.92535589]]",1.3576073103711142
392,[118.979  -2.768],Stand Back,Looker,[130.8251  -4.5385],"[[1.56114860e+03 2.53450656e+01]
 [2.53450656e+01 1.13472205e+00]]",Bobby Fuller Four,[117.72825    -3.5320625],"[[697.43066494 -19.45919367]
 [-19.45919367   4.96367581]]",0.38293477374813956
393,[203.714 -21.612],Heron Blue,Sun Kil Moon,[132.57662162 -15.21302703],"[[1078.17936307  -23.88951952]
 [ -23.88951952   17.42978989]]",John Surman_ John Abercrombie_ Drew Gress_ Jack DeJohnette,[132.184 -21.784],"[[2.75652397e+03 4.00810950e+01]
 [4.00810950e+01 1.42738567e+00]]",1.657823320454927
394,[195.139 -10.597],Carry Me Ohio (Alt Version),Sun Kil Moon,[132.57662162 -15.21302703],"[[1078.17936307  -23.88951952]
 [ -23.88951952   17.42978989]]",Shawn Camp,[163.28609091 -12.41836364],"[[2442.43976926   59.43837249]
 [  59.43837249    4.84937196]]",0.8585198888682636
395,[ 91.51  -18.706],Jesus,Voice Of The Beehive,[124.3215      -9.25922727],"[[905.12709302   9.47585852]
 [  9.47585852   6.13516049]]",Evan Parker / Ned Rothenberg,[ 87.2014 -18.9376],"[[575.05981204   9.80171964]
 [  9.80171964   3.59518284]]",0.19894452098615567
396,[159.979  -4.641],I Walk The Earth,Voice Of The Beehive,[124.3215      -9.25922727],"[[905.12709302   9.47585852]
 [  9.47585852   6.13516049]]",Stage Bottles,[161.37769231  -4.76023077],"[[1.63014813e+03 1.17663637e+01]
 [1.17663637e+01 5.55381178e-01]]",0.19170746017596518
397,[ 81.713 -14.133],Love Song,Tilly & The Wall,[114.8738      -7.68134286],"[[626.5712011   12.21250682]
 [ 12.21250682   5.54596894]]",Dr. Strangely Strange,[ 90.54925 -14.867  ],"[[681.59010385 -16.77689225]
 [-16.77689225   3.709198  ]]",0.44213942263250877
398,[189.355  -6.455],Forget The Feeling,Tilly & The Wall,[114.8738      -7.68134286],"[[626.5712011   12.21250682]
 [ 12.21250682   5.54596894]]",The Almighty Trigger Happy,[173.42174074  -6.25774074],"[[2.12898804e+03 1.70720450e+01]
 [1.70720450e+01 1.70654238e+00]]",0.4319106895046881
399,[189.639 -11.849],Ice Sorm_ Big Gust And You,Tilly And The Wall,[158.8185  -9.09  ],"[[949.90322125 -85.0337595 ]
 [-85.0337595    7.612082  ]]",Shawn Camp,[163.28609091 -12.41836364],"[[2442.43976926   59.43837249]
 [  59.43837249    4.84937196]]",0.534657169499221
400,[110.369  -9.615],Young Urban,Ambulance Ltd,[111.97457143  -6.76342857],"[[323.55261744   9.36575524]
 [  9.36575524   1.80628144]]",Tweet,[109.07487879  -9.61945455],"[[1275.46944123   -3.12309436]
 [  -3.12309436    6.96714501]]",0.03635101339589365
401,[102.755 -20.711],Light Up This Room,Mumm-Ra,[135.17792308  -8.92538462],"[[340.48988584  48.46746489]
 [ 48.46746489  20.30626616]]",Academy of Ancient Music & Richard Egarr,[104.08116667 -20.7965    ],"[[1734.19057447   61.19292025]
 [  61.19292025    5.26366058]]",0.08155960552272967
402,[191.742  -8.096],Opening: I Can't Turn You Loose (Live Version),The Blues Brothers,[119.00446667  -8.69686667],"[[802.14344238  -6.51635393]
 [ -6.51635393   8.73786905]]",Pete Molinari Featuring The Jordanaires,[145.115    -7.49225],"[[ 3.59822645e+03 -5.12084620e+01]
 [-5.12084620e+01  1.65774119e+00]]",0.7797825520308856
